bstart,bend,receptor,protein,site,library,experiment,pdb
790957,790988,x3NF8ledgfA0765.pdbqt,IN,LEDGF,NF,142,3NF8
790989,791020,x3NF8ledgfA0766.pdbqt,IN,LEDGF,NF,142,3NF8
791021,791052,x3NF8ledgfA0767.pdbqt,IN,LEDGF,NF,142,3NF8
791053,791084,x3NF8ledgfA0768.pdbqt,IN,LEDGF,NF,142,3NF8
791085,791116,x3NF8ledgfA0769.pdbqt,IN,LEDGF,NF,142,3NF8
791117,791148,x3NF8ledgfA0770.pdbqt,IN,LEDGF,NF,142,3NF8
791149,791180,x3NF8ledgfA0771.pdbqt,IN,LEDGF,NF,142,3NF8
791181,791212,x3NF8ledgfA0772.pdbqt,IN,LEDGF,NF,142,3NF8
791213,791244,x3NF8ledgfA0773.pdbqt,IN,LEDGF,NF,142,3NF8
791245,791276,x3NF8ledgfA0774.pdbqt,IN,LEDGF,NF,142,3NF8
791277,791308,x3NF8ledgfA0775.pdbqt,IN,LEDGF,NF,142,3NF8
791309,791340,x3NF8ledgfA0776.pdbqt,IN,LEDGF,NF,142,3NF8
791341,791372,x3NF8ledgfA0777.pdbqt,IN,LEDGF,NF,142,3NF8
791373,791404,x3NF8ledgfA0778.pdbqt,IN,LEDGF,NF,142,3NF8
791405,791436,x3NF8ledgfA0779.pdbqt,IN,LEDGF,NF,142,3NF8
791437,791468,x3NF8ledgfA0780.pdbqt,IN,LEDGF,NF,142,3NF8
791469,791500,x3NF8ledgfA0781.pdbqt,IN,LEDGF,NF,142,3NF8
791501,791532,x3NF8ledgfA0782.pdbqt,IN,LEDGF,NF,142,3NF8
791533,791564,x3NF8ledgfA0783.pdbqt,IN,LEDGF,NF,142,3NF8
791565,791596,x3NF8ledgfA0784.pdbqt,IN,LEDGF,NF,142,3NF8
791597,791628,x3NF8ledgfA0785.pdbqt,IN,LEDGF,NF,142,3NF8
791629,791660,x3NF8ledgfA0786.pdbqt,IN,LEDGF,NF,142,3NF8
791661,791692,x3NF8ledgfA0787.pdbqt,IN,LEDGF,NF,142,3NF8
791693,791724,x3NF8ledgfA0788.pdbqt,IN,LEDGF,NF,142,3NF8
791725,791756,x3NF8ledgfA0789.pdbqt,IN,LEDGF,NF,142,3NF8
791757,791788,x3NF8ledgfA0790.pdbqt,IN,LEDGF,NF,142,3NF8
791789,791820,x3NF8ledgfA0791.pdbqt,IN,LEDGF,NF,142,3NF8
791821,791852,x3NF8ledgfA0792.pdbqt,IN,LEDGF,NF,142,3NF8
791853,791884,x3NF8ledgfA0793.pdbqt,IN,LEDGF,NF,142,3NF8
791885,791916,x3NF8ledgfA0794.pdbqt,IN,LEDGF,NF,142,3NF8
791917,791948,x3NF8ledgfA0795.pdbqt,IN,LEDGF,NF,142,3NF8
791949,791980,x3NF8ledgfA0796.pdbqt,IN,LEDGF,NF,142,3NF8
791981,792012,x3NF8ledgfA0797.pdbqt,IN,LEDGF,NF,142,3NF8
792013,792044,x3NF8ledgfA0798.pdbqt,IN,LEDGF,NF,142,3NF8
792045,792076,x3NF8ledgfA0799.pdbqt,IN,LEDGF,NF,142,3NF8
792077,792108,x3NF8ledgfA0800.pdbqt,IN,LEDGF,NF,142,3NF8
792109,792140,x3NF8ledgfA0801.pdbqt,IN,LEDGF,NF,142,3NF8
792141,792172,x3NF8ledgfA0802.pdbqt,IN,LEDGF,NF,142,3NF8
792173,792204,x3NF8ledgfA0803.pdbqt,IN,LEDGF,NF,142,3NF8
792205,792236,x3NF8ledgfA0804.pdbqt,IN,LEDGF,NF,142,3NF8
792237,792268,x3NF8ledgfA0805.pdbqt,IN,LEDGF,NF,142,3NF8
792269,792300,x3NF8ledgfA0806.pdbqt,IN,LEDGF,NF,142,3NF8
792301,792332,x3NF8ledgfA0807.pdbqt,IN,LEDGF,NF,142,3NF8
792333,792364,x3NF8ledgfA0808.pdbqt,IN,LEDGF,NF,142,3NF8
792365,792396,x3NF8ledgfA0809.pdbqt,IN,LEDGF,NF,142,3NF8
792397,792428,x3NF8ledgfA0810.pdbqt,IN,LEDGF,NF,142,3NF8
792429,792460,x3NF8ledgfA0811.pdbqt,IN,LEDGF,NF,142,3NF8
792461,792492,x3NF8ledgfA0812.pdbqt,IN,LEDGF,NF,142,3NF8
792493,792524,x3NF8ledgfA0813.pdbqt,IN,LEDGF,NF,142,3NF8
792525,792556,x3NF8ledgfA0814.pdbqt,IN,LEDGF,NF,142,3NF8
792557,792588,x3NF8ledgfA0815.pdbqt,IN,LEDGF,NF,142,3NF8
792589,792620,x3NF8ledgfA0816.pdbqt,IN,LEDGF,NF,142,3NF8
792621,792652,x3NF8ledgfA0817.pdbqt,IN,LEDGF,NF,142,3NF8
792653,792684,x3NF8ledgfA0818.pdbqt,IN,LEDGF,NF,142,3NF8
792685,792716,x3NF8ledgfA0819.pdbqt,IN,LEDGF,NF,142,3NF8
792717,792748,x3NF8ledgfA0820.pdbqt,IN,LEDGF,NF,142,3NF8
792749,792780,x3NF8ledgfA0821.pdbqt,IN,LEDGF,NF,142,3NF8
792781,792812,x3NF8ledgfA0822.pdbqt,IN,LEDGF,NF,142,3NF8
792813,792844,x3NF8ledgfA0823.pdbqt,IN,LEDGF,NF,142,3NF8
792845,792876,x3NF8ledgfA0824.pdbqt,IN,LEDGF,NF,142,3NF8
792877,792908,x3NF8ledgfA0825.pdbqt,IN,LEDGF,NF,142,3NF8
792909,792940,x3NF8ledgfA0826.pdbqt,IN,LEDGF,NF,142,3NF8
792941,792972,x3NF8ledgfA0827.pdbqt,IN,LEDGF,NF,142,3NF8
792973,793004,x3NF8ledgfA0828.pdbqt,IN,LEDGF,NF,142,3NF8
793005,793036,x3NF8ledgfA0829.pdbqt,IN,LEDGF,NF,142,3NF8
793037,793068,x3NF8ledgfA0830.pdbqt,IN,LEDGF,NF,142,3NF8
793069,793100,x3NF8ledgfA0831.pdbqt,IN,LEDGF,NF,142,3NF8
793101,793132,x3NF8ledgfA0832.pdbqt,IN,LEDGF,NF,142,3NF8
793133,793164,x3NF8ledgfA0833.pdbqt,IN,LEDGF,NF,142,3NF8
793165,793196,x3NF8ledgfA0834.pdbqt,IN,LEDGF,NF,142,3NF8
793197,793228,x3NF8ledgfA0835.pdbqt,IN,LEDGF,NF,142,3NF8
793229,793260,x3NF8ledgfA0836.pdbqt,IN,LEDGF,NF,142,3NF8
793261,793292,x3NF8ledgfA0837.pdbqt,IN,LEDGF,NF,142,3NF8
793293,793324,x3NF8ledgfA0838.pdbqt,IN,LEDGF,NF,142,3NF8
793325,793356,x3NF8ledgfA0839.pdbqt,IN,LEDGF,NF,142,3NF8
793357,793388,x3NF8ledgfA0840.pdbqt,IN,LEDGF,NF,142,3NF8
793389,793420,x3NF8ledgfA0841.pdbqt,IN,LEDGF,NF,142,3NF8
793421,793452,x3NF8ledgfA0842.pdbqt,IN,LEDGF,NF,142,3NF8
793453,793484,x3NF8ledgfA0843.pdbqt,IN,LEDGF,NF,142,3NF8
793485,793516,x3NF8ledgfA0844.pdbqt,IN,LEDGF,NF,142,3NF8
793517,793548,x3NF8ledgfA0845.pdbqt,IN,LEDGF,NF,142,3NF8
793549,793580,x3NF8ledgfA0846.pdbqt,IN,LEDGF,NF,142,3NF8
793581,793612,x3NF8ledgfA0847.pdbqt,IN,LEDGF,NF,142,3NF8
793613,793644,x3NF8ledgfA0848.pdbqt,IN,LEDGF,NF,142,3NF8
793645,793676,x3NF8ledgfA0849.pdbqt,IN,LEDGF,NF,142,3NF8
793677,793708,x3NF8ledgfA0850.pdbqt,IN,LEDGF,NF,142,3NF8
793709,793740,x3NF8ledgfA0851.pdbqt,IN,LEDGF,NF,142,3NF8
793741,793772,x3NF8ledgfA0852.pdbqt,IN,LEDGF,NF,142,3NF8
793773,793804,x3NF8ledgfA0853.pdbqt,IN,LEDGF,NF,142,3NF8
793805,793836,x3NF8ledgfA0854.pdbqt,IN,LEDGF,NF,142,3NF8
793837,793868,x3NF8ledgfA0855.pdbqt,IN,LEDGF,NF,142,3NF8
793869,793900,x3NF8ledgfA0856.pdbqt,IN,LEDGF,NF,142,3NF8
793901,793932,x3NF8ledgfA0857.pdbqt,IN,LEDGF,NF,142,3NF8
793933,793964,x3NF8ledgfA0858.pdbqt,IN,LEDGF,NF,142,3NF8
793965,793996,x3NF8ledgfA0859.pdbqt,IN,LEDGF,NF,142,3NF8
793997,794028,x3NF8ledgfA0860.pdbqt,IN,LEDGF,NF,142,3NF8
794029,794060,x3NF8ledgfA0861.pdbqt,IN,LEDGF,NF,142,3NF8
794061,794092,x3NF8ledgfA0862.pdbqt,IN,LEDGF,NF,142,3NF8
794093,794124,x3NF8ledgfA0863.pdbqt,IN,LEDGF,NF,142,3NF8
794125,794156,x3NF8ledgfA0864.pdbqt,IN,LEDGF,NF,142,3NF8
794157,794188,x3NF8ledgfA0865.pdbqt,IN,LEDGF,NF,142,3NF8
794189,794220,x3NF8ledgfA0866.pdbqt,IN,LEDGF,NF,142,3NF8
794221,794252,x3NF8ledgfA0867.pdbqt,IN,LEDGF,NF,142,3NF8
794253,794284,x3NF8ledgfA0868.pdbqt,IN,LEDGF,NF,142,3NF8
794285,794316,x3NF8ledgfA0869.pdbqt,IN,LEDGF,NF,142,3NF8
794317,794348,x3NF8ledgfA0870.pdbqt,IN,LEDGF,NF,142,3NF8
794349,794380,x3NF8ledgfA0871.pdbqt,IN,LEDGF,NF,142,3NF8
794381,794412,x3NF8ledgfA0872.pdbqt,IN,LEDGF,NF,142,3NF8
794413,794444,x3NF8ledgfA0873.pdbqt,IN,LEDGF,NF,142,3NF8
794445,794476,x3NF8ledgfA0874.pdbqt,IN,LEDGF,NF,142,3NF8
794477,794508,x3NF8ledgfA0875.pdbqt,IN,LEDGF,NF,142,3NF8
794509,794540,x3NF8ledgfA0876.pdbqt,IN,LEDGF,NF,142,3NF8
794541,794572,x3NF8ledgfA0877.pdbqt,IN,LEDGF,NF,142,3NF8
794573,794604,x3NF8ledgfA0878.pdbqt,IN,LEDGF,NF,142,3NF8
794605,794636,x3NF8ledgfA0879.pdbqt,IN,LEDGF,NF,142,3NF8
794637,794668,x3NF8ledgfA0880.pdbqt,IN,LEDGF,NF,142,3NF8
794669,794700,x3NF8ledgfA0881.pdbqt,IN,LEDGF,NF,142,3NF8
794701,794732,x3NF8ledgfA0882.pdbqt,IN,LEDGF,NF,142,3NF8
794733,794764,x3NF8ledgfA0883.pdbqt,IN,LEDGF,NF,142,3NF8
794765,794796,x3NF8ledgfA0884.pdbqt,IN,LEDGF,NF,142,3NF8
794797,794828,x3NF8ledgfA0885.pdbqt,IN,LEDGF,NF,142,3NF8
794829,794860,x3NF8ledgfA0886.pdbqt,IN,LEDGF,NF,142,3NF8
794861,794892,x3NF8ledgfA0887.pdbqt,IN,LEDGF,NF,142,3NF8
794893,794924,x3NF8ledgfA0888.pdbqt,IN,LEDGF,NF,142,3NF8
794925,794956,x3NF8ledgfA0889.pdbqt,IN,LEDGF,NF,142,3NF8
794957,794988,x3NF8ledgfA0890.pdbqt,IN,LEDGF,NF,142,3NF8
794989,795020,x3NF8ledgfA0891.pdbqt,IN,LEDGF,NF,142,3NF8
795021,795052,x3NF8ledgfA0892.pdbqt,IN,LEDGF,NF,142,3NF8
795053,795084,x3NF8ledgfA0893.pdbqt,IN,LEDGF,NF,142,3NF8
795085,795116,x3NF8ledgfA0894.pdbqt,IN,LEDGF,NF,142,3NF8
795117,795148,x3NF8ledgfA0895.pdbqt,IN,LEDGF,NF,142,3NF8
795149,795180,x3NF8ledgfA0896.pdbqt,IN,LEDGF,NF,142,3NF8
795181,795212,x3NF8ledgfA0897.pdbqt,IN,LEDGF,NF,142,3NF8
795213,795244,x3NF8ledgfA0898.pdbqt,IN,LEDGF,NF,142,3NF8
795245,795276,x3NF8ledgfA0899.pdbqt,IN,LEDGF,NF,142,3NF8
795277,795308,x3NF8ledgfA0900.pdbqt,IN,LEDGF,NF,142,3NF8
795309,795340,x3NF8ledgfA0901.pdbqt,IN,LEDGF,NF,142,3NF8
795341,795372,x3NF8ledgfA0902.pdbqt,IN,LEDGF,NF,142,3NF8
795373,795404,x3NF8ledgfA0903.pdbqt,IN,LEDGF,NF,142,3NF8
795405,795436,x3NF8ledgfA0904.pdbqt,IN,LEDGF,NF,142,3NF8
795437,795468,x3NF8ledgfA0905.pdbqt,IN,LEDGF,NF,142,3NF8
795469,795500,x3NF8ledgfA0906.pdbqt,IN,LEDGF,NF,142,3NF8
795501,795532,x3NF8ledgfA0907.pdbqt,IN,LEDGF,NF,142,3NF8
795533,795564,x3NF8ledgfA0908.pdbqt,IN,LEDGF,NF,142,3NF8
795565,795596,x3NF8ledgfA0909.pdbqt,IN,LEDGF,NF,142,3NF8
795597,795628,x3NF8ledgfA0910.pdbqt,IN,LEDGF,NF,142,3NF8
795629,795660,x3NF8ledgfA0911.pdbqt,IN,LEDGF,NF,142,3NF8
795661,795692,x3NF8ledgfA0912.pdbqt,IN,LEDGF,NF,142,3NF8
795693,795724,x3NF8ledgfA0913.pdbqt,IN,LEDGF,NF,142,3NF8
795725,795756,x3NF8ledgfA0914.pdbqt,IN,LEDGF,NF,142,3NF8
795757,795788,x3NF8ledgfA0915.pdbqt,IN,LEDGF,NF,142,3NF8
795789,795820,x3NF8ledgfA0916.pdbqt,IN,LEDGF,NF,142,3NF8
795821,795852,x3NF8ledgfA0917.pdbqt,IN,LEDGF,NF,142,3NF8
795853,795884,x3NF8ledgfA0918.pdbqt,IN,LEDGF,NF,142,3NF8
795885,795916,x3NF8ledgfA0919.pdbqt,IN,LEDGF,NF,142,3NF8
795917,795948,x3NF8ledgfA0920.pdbqt,IN,LEDGF,NF,142,3NF8
795949,795980,x3NF8ledgfA0921.pdbqt,IN,LEDGF,NF,142,3NF8
795981,796012,x3NF8ledgfA0922.pdbqt,IN,LEDGF,NF,142,3NF8
796013,796044,x3NF8ledgfA0923.pdbqt,IN,LEDGF,NF,142,3NF8
796045,796076,x3NF8ledgfA0924.pdbqt,IN,LEDGF,NF,142,3NF8
796077,796108,x3NF8ledgfA0925.pdbqt,IN,LEDGF,NF,142,3NF8
796109,796140,x3NF8ledgfA0926.pdbqt,IN,LEDGF,NF,142,3NF8
796141,796172,x3NF8ledgfA0927.pdbqt,IN,LEDGF,NF,142,3NF8
796173,796204,x3NF8ledgfA0928.pdbqt,IN,LEDGF,NF,142,3NF8
796205,796236,x3NF8ledgfA0929.pdbqt,IN,LEDGF,NF,142,3NF8
796237,796268,x3NF8ledgfA0930.pdbqt,IN,LEDGF,NF,142,3NF8
796269,796300,x3NF8ledgfA0931.pdbqt,IN,LEDGF,NF,142,3NF8
796301,796332,x3NF8ledgfA0932.pdbqt,IN,LEDGF,NF,142,3NF8
796333,796364,x3NF8ledgfA0933.pdbqt,IN,LEDGF,NF,142,3NF8
796365,796396,x3NF8ledgfA0934.pdbqt,IN,LEDGF,NF,142,3NF8
796397,796428,x3NF8ledgfA0935.pdbqt,IN,LEDGF,NF,142,3NF8
796429,796460,x3NF8ledgfA0936.pdbqt,IN,LEDGF,NF,142,3NF8
796461,796492,x3NF8ledgfA0937.pdbqt,IN,LEDGF,NF,142,3NF8
796493,796524,x3NF8ledgfA0938.pdbqt,IN,LEDGF,NF,142,3NF8
796525,796556,x3NF8ledgfA0939.pdbqt,IN,LEDGF,NF,142,3NF8
796557,796588,x3NF8ledgfA0940.pdbqt,IN,LEDGF,NF,142,3NF8
796589,796620,x3NF8ledgfA0941.pdbqt,IN,LEDGF,NF,142,3NF8
796621,796652,x3NF8ledgfA0942.pdbqt,IN,LEDGF,NF,142,3NF8
796653,796684,x3NF8ledgfA0943.pdbqt,IN,LEDGF,NF,142,3NF8
796685,796716,x3NF8ledgfA0944.pdbqt,IN,LEDGF,NF,142,3NF8
796717,796748,x3NF8ledgfA0945.pdbqt,IN,LEDGF,NF,142,3NF8
796749,796780,x3NF8ledgfA0946.pdbqt,IN,LEDGF,NF,142,3NF8
796781,796812,x3NF8ledgfA0947.pdbqt,IN,LEDGF,NF,142,3NF8
796813,796844,x3NF8ledgfA0948.pdbqt,IN,LEDGF,NF,142,3NF8
796845,796876,x3NF8ledgfA0949.pdbqt,IN,LEDGF,NF,142,3NF8
796877,796908,x3NF8ledgfA0950.pdbqt,IN,LEDGF,NF,142,3NF8
796909,796940,x3NF8ledgfA0951.pdbqt,IN,LEDGF,NF,142,3NF8
796941,796972,x3NF8ledgfA0952.pdbqt,IN,LEDGF,NF,142,3NF8
796973,797004,x3NF8ledgfA0953.pdbqt,IN,LEDGF,NF,142,3NF8
797005,797036,x3NF8ledgfA0954.pdbqt,IN,LEDGF,NF,142,3NF8
797037,797068,x3NF8ledgfA0955.pdbqt,IN,LEDGF,NF,142,3NF8
797069,797100,x3NF8ledgfA0956.pdbqt,IN,LEDGF,NF,142,3NF8
797101,797132,x3NF8ledgfA0957.pdbqt,IN,LEDGF,NF,142,3NF8
797133,797164,x3NF8ledgfA0958.pdbqt,IN,LEDGF,NF,142,3NF8
797165,797196,x3NF8ledgfA0959.pdbqt,IN,LEDGF,NF,142,3NF8
797197,797228,x3NF8ledgfA0960.pdbqt,IN,LEDGF,NF,142,3NF8
797229,797260,x3NF8ledgfA0961.pdbqt,IN,LEDGF,NF,142,3NF8
797261,797292,x3NF8ledgfA0962.pdbqt,IN,LEDGF,NF,142,3NF8
797293,797324,x3NF8ledgfA0963.pdbqt,IN,LEDGF,NF,142,3NF8
797325,797356,x3NF8ledgfA0964.pdbqt,IN,LEDGF,NF,142,3NF8
797357,797388,x3NF8ledgfA0965.pdbqt,IN,LEDGF,NF,142,3NF8
797389,797420,x3NF8ledgfA0966.pdbqt,IN,LEDGF,NF,142,3NF8
797421,797452,x3NF8ledgfA0967.pdbqt,IN,LEDGF,NF,142,3NF8
797453,797484,x3NF8ledgfA0968.pdbqt,IN,LEDGF,NF,142,3NF8
797485,797516,x3NF8ledgfA0969.pdbqt,IN,LEDGF,NF,142,3NF8
797517,797548,x3NF8ledgfA0970.pdbqt,IN,LEDGF,NF,142,3NF8
797549,797580,x3NF8ledgfA0971.pdbqt,IN,LEDGF,NF,142,3NF8
797581,797612,x3NF8ledgfA0972.pdbqt,IN,LEDGF,NF,142,3NF8
797613,797644,x3NF8ledgfA0973.pdbqt,IN,LEDGF,NF,142,3NF8
797645,797676,x3NF8ledgfA0974.pdbqt,IN,LEDGF,NF,142,3NF8
797677,797708,x3NF8ledgfA0975.pdbqt,IN,LEDGF,NF,142,3NF8
797709,797740,x3NF8ledgfA0976.pdbqt,IN,LEDGF,NF,142,3NF8
797741,797772,x3NF8ledgfA0977.pdbqt,IN,LEDGF,NF,142,3NF8
797773,797804,x3NF8ledgfA0978.pdbqt,IN,LEDGF,NF,142,3NF8
797805,797836,x3NF8ledgfA0979.pdbqt,IN,LEDGF,NF,142,3NF8
797837,797868,x3NF8ledgfA0980.pdbqt,IN,LEDGF,NF,142,3NF8
797869,797900,x3NF8ledgfA0981.pdbqt,IN,LEDGF,NF,142,3NF8
797901,797932,x3NF8ledgfA0982.pdbqt,IN,LEDGF,NF,142,3NF8
797933,797964,x3NF8ledgfA0983.pdbqt,IN,LEDGF,NF,142,3NF8
797965,797996,x3NF8ledgfA0984.pdbqt,IN,LEDGF,NF,142,3NF8
797997,798028,x3NF8ledgfA0985.pdbqt,IN,LEDGF,NF,142,3NF8
798029,798060,x3NF8ledgfA0986.pdbqt,IN,LEDGF,NF,142,3NF8
798061,798092,x3NF8ledgfA0987.pdbqt,IN,LEDGF,NF,142,3NF8
798093,798124,x3NF8ledgfA0988.pdbqt,IN,LEDGF,NF,142,3NF8
798125,798156,x3NF8ledgfA0989.pdbqt,IN,LEDGF,NF,142,3NF8
798157,798188,x3NF8ledgfA0990.pdbqt,IN,LEDGF,NF,142,3NF8
798189,798220,x3NF8ledgfA0991.pdbqt,IN,LEDGF,NF,142,3NF8
798221,798252,x3NF8ledgfA0992.pdbqt,IN,LEDGF,NF,142,3NF8
798253,798284,x3NF8ledgfA0993.pdbqt,IN,LEDGF,NF,142,3NF8
798285,798316,x3NF8ledgfA0994.pdbqt,IN,LEDGF,NF,142,3NF8
798317,798348,x3NF8ledgfA0995.pdbqt,IN,LEDGF,NF,142,3NF8
798349,798380,x3NF8ledgfA0996.pdbqt,IN,LEDGF,NF,142,3NF8
798381,798412,x3NF8ledgfA0997.pdbqt,IN,LEDGF,NF,142,3NF8
798413,798444,x3NF8ledgfA0998.pdbqt,IN,LEDGF,NF,142,3NF8
798445,798476,x3NF8ledgfA0999.pdbqt,IN,LEDGF,NF,142,3NF8
798477,798508,x3NF8ledgfA1000.pdbqt,IN,LEDGF,NF,142,3NF8
798509,798540,x3NF8ledgfA1001.pdbqt,IN,LEDGF,NF,142,3NF8
798541,798572,x3NF8ledgfA1002.pdbqt,IN,LEDGF,NF,142,3NF8
798573,798604,x3NF8ledgfA1003.pdbqt,IN,LEDGF,NF,142,3NF8
798605,798636,x3NF8ledgfA1004.pdbqt,IN,LEDGF,NF,142,3NF8
798637,798668,x3NF8ledgfA1005.pdbqt,IN,LEDGF,NF,142,3NF8
798669,798700,x3NF8ledgfA1006.pdbqt,IN,LEDGF,NF,142,3NF8
798701,798732,x3NF8ledgfA1007.pdbqt,IN,LEDGF,NF,142,3NF8
798733,798764,x3NF8ledgfA1008.pdbqt,IN,LEDGF,NF,142,3NF8
798765,798796,x3NF8ledgfA1009.pdbqt,IN,LEDGF,NF,142,3NF8
798797,798828,x3NF8ledgfA1010.pdbqt,IN,LEDGF,NF,142,3NF8
798829,798860,x3NF8ledgfA1011.pdbqt,IN,LEDGF,NF,142,3NF8
798861,798892,x3NF8ledgfA1012.pdbqt,IN,LEDGF,NF,142,3NF8
798893,798924,x3NF8ledgfA1013.pdbqt,IN,LEDGF,NF,142,3NF8
798925,798956,x3NF8ledgfA1014.pdbqt,IN,LEDGF,NF,142,3NF8
798957,798988,x3NF8ledgfA1015.pdbqt,IN,LEDGF,NF,142,3NF8
798989,799020,x3NF8ledgfA1016.pdbqt,IN,LEDGF,NF,142,3NF8
799021,799052,x3NF8ledgfA1017.pdbqt,IN,LEDGF,NF,142,3NF8
799053,799084,x3NF8ledgfA1018.pdbqt,IN,LEDGF,NF,142,3NF8
799085,799116,x3NF8ledgfA1019.pdbqt,IN,LEDGF,NF,142,3NF8
799117,799148,x3NF8ledgfA1020.pdbqt,IN,LEDGF,NF,142,3NF8
799149,799180,x3NF8ledgfA1021.pdbqt,IN,LEDGF,NF,142,3NF8
799181,799212,x3NF8ledgfA1022.pdbqt,IN,LEDGF,NF,142,3NF8
799213,799244,x3NF8ledgfA1023.pdbqt,IN,LEDGF,NF,142,3NF8
799245,799276,x3NF8ledgfA1024.pdbqt,IN,LEDGF,NF,142,3NF8
799277,799308,x3NF8ledgfA1025.pdbqt,IN,LEDGF,NF,142,3NF8
799309,799340,x3NF8ledgfA1026.pdbqt,IN,LEDGF,NF,142,3NF8
799341,799372,x3NF8ledgfA1027.pdbqt,IN,LEDGF,NF,142,3NF8
799373,799404,x3NF8ledgfA1028.pdbqt,IN,LEDGF,NF,142,3NF8
799405,799436,x3NF8ledgfA1029.pdbqt,IN,LEDGF,NF,142,3NF8
799437,799468,x3NF8ledgfA1030.pdbqt,IN,LEDGF,NF,142,3NF8
799469,799500,x3NF8ledgfA1031.pdbqt,IN,LEDGF,NF,142,3NF8
799501,799532,x3NF8ledgfA1032.pdbqt,IN,LEDGF,NF,142,3NF8
799533,799564,x3NF8ledgfA1033.pdbqt,IN,LEDGF,NF,142,3NF8
799565,799596,x3NF8ledgfA1034.pdbqt,IN,LEDGF,NF,142,3NF8
799597,799628,x3NF8ledgfA1035.pdbqt,IN,LEDGF,NF,142,3NF8
799629,799660,x3NF8ledgfA1036.pdbqt,IN,LEDGF,NF,142,3NF8
799661,799692,x3NF8ledgfA1037.pdbqt,IN,LEDGF,NF,142,3NF8
799693,799724,x3NF8ledgfA1038.pdbqt,IN,LEDGF,NF,142,3NF8
799725,799756,x3NF8ledgfA1039.pdbqt,IN,LEDGF,NF,142,3NF8
799757,799788,x3NF8ledgfA1040.pdbqt,IN,LEDGF,NF,142,3NF8
799789,799820,x3NF8ledgfA1041.pdbqt,IN,LEDGF,NF,142,3NF8
799821,799852,x3NF8ledgfA1042.pdbqt,IN,LEDGF,NF,142,3NF8
799853,799884,x3NF8ledgfA1043.pdbqt,IN,LEDGF,NF,142,3NF8
799885,799916,x3NF8ledgfA1044.pdbqt,IN,LEDGF,NF,142,3NF8
799917,799948,x3NF8ledgfA1045.pdbqt,IN,LEDGF,NF,142,3NF8
799949,799980,x3NF8ledgfA1046.pdbqt,IN,LEDGF,NF,142,3NF8
799981,800012,x3NF8ledgfA1047.pdbqt,IN,LEDGF,NF,142,3NF8
800013,800044,x3NF8ledgfA1048.pdbqt,IN,LEDGF,NF,142,3NF8
800045,800076,x3NF8ledgfA1049.pdbqt,IN,LEDGF,NF,142,3NF8
800077,800108,x3NF8ledgfA1050.pdbqt,IN,LEDGF,NF,142,3NF8
800109,800140,x3NF8ledgfA1051.pdbqt,IN,LEDGF,NF,142,3NF8
800141,800172,x3NF8ledgfA1052.pdbqt,IN,LEDGF,NF,142,3NF8
800173,800204,x3NF8ledgfA1053.pdbqt,IN,LEDGF,NF,142,3NF8
800205,800236,x3NF8ledgfA1054.pdbqt,IN,LEDGF,NF,142,3NF8
800237,800268,x3NF8ledgfA1055.pdbqt,IN,LEDGF,NF,142,3NF8
800269,800300,x3NF8ledgfA1056.pdbqt,IN,LEDGF,NF,142,3NF8
800301,800332,x3NF8ledgfA1057.pdbqt,IN,LEDGF,NF,142,3NF8
800333,800364,x3NF8ledgfA1058.pdbqt,IN,LEDGF,NF,142,3NF8
800365,800396,x3NF8ledgfA1059.pdbqt,IN,LEDGF,NF,142,3NF8
800397,800428,x3NF8ledgfA1060.pdbqt,IN,LEDGF,NF,142,3NF8
800429,800460,x3NF8ledgfA1061.pdbqt,IN,LEDGF,NF,142,3NF8
800461,800492,x3NF8ledgfA1062.pdbqt,IN,LEDGF,NF,142,3NF8
800493,800524,x3NF8ledgfA1063.pdbqt,IN,LEDGF,NF,142,3NF8
800525,800556,x3NF8ledgfA1064.pdbqt,IN,LEDGF,NF,142,3NF8
800557,800588,x3NF8ledgfA1065.pdbqt,IN,LEDGF,NF,142,3NF8
800589,800620,x3NF8ledgfA1066.pdbqt,IN,LEDGF,NF,142,3NF8
800621,800652,x3NF8ledgfA1067.pdbqt,IN,LEDGF,NF,142,3NF8
800653,800684,x3NF8ledgfA1068.pdbqt,IN,LEDGF,NF,142,3NF8
800685,800716,x3NF8ledgfA1069.pdbqt,IN,LEDGF,NF,142,3NF8
800717,800748,x3NF8ledgfA1070.pdbqt,IN,LEDGF,NF,142,3NF8
800749,800780,x3NF8ledgfA1071.pdbqt,IN,LEDGF,NF,142,3NF8
800781,800812,x3NF8ledgfA1072.pdbqt,IN,LEDGF,NF,142,3NF8
800813,800844,x3NF8ledgfA1073.pdbqt,IN,LEDGF,NF,142,3NF8
800845,800876,x3NF8ledgfA1074.pdbqt,IN,LEDGF,NF,142,3NF8
800877,800908,x3NF8ledgfA1075.pdbqt,IN,LEDGF,NF,142,3NF8
800909,800940,x3NF8ledgfA1076.pdbqt,IN,LEDGF,NF,142,3NF8
800941,800972,x3NF8ledgfA1077.pdbqt,IN,LEDGF,NF,142,3NF8
800973,801004,x3NF8ledgfA1078.pdbqt,IN,LEDGF,NF,142,3NF8
801005,801036,x3NF8ledgfA1079.pdbqt,IN,LEDGF,NF,142,3NF8
801037,801068,x3NF8ledgfA1080.pdbqt,IN,LEDGF,NF,142,3NF8
801069,801100,x3NF8ledgfA1081.pdbqt,IN,LEDGF,NF,142,3NF8
