bstart,bend,receptor,protein,site,library,experiment,pdb
780813,780844,x3NF8ledgfA0448.pdbqt,IN,LEDGF,NF,142,3NF8
780845,780876,x3NF8ledgfA0449.pdbqt,IN,LEDGF,NF,142,3NF8
780877,780908,x3NF8ledgfA0450.pdbqt,IN,LEDGF,NF,142,3NF8
780909,780940,x3NF8ledgfA0451.pdbqt,IN,LEDGF,NF,142,3NF8
780941,780972,x3NF8ledgfA0452.pdbqt,IN,LEDGF,NF,142,3NF8
780973,781004,x3NF8ledgfA0453.pdbqt,IN,LEDGF,NF,142,3NF8
781005,781036,x3NF8ledgfA0454.pdbqt,IN,LEDGF,NF,142,3NF8
781037,781068,x3NF8ledgfA0455.pdbqt,IN,LEDGF,NF,142,3NF8
781069,781100,x3NF8ledgfA0456.pdbqt,IN,LEDGF,NF,142,3NF8
781101,781132,x3NF8ledgfA0457.pdbqt,IN,LEDGF,NF,142,3NF8
781133,781164,x3NF8ledgfA0458.pdbqt,IN,LEDGF,NF,142,3NF8
781165,781196,x3NF8ledgfA0459.pdbqt,IN,LEDGF,NF,142,3NF8
781197,781228,x3NF8ledgfA0460.pdbqt,IN,LEDGF,NF,142,3NF8
781229,781260,x3NF8ledgfA0461.pdbqt,IN,LEDGF,NF,142,3NF8
781261,781292,x3NF8ledgfA0462.pdbqt,IN,LEDGF,NF,142,3NF8
781293,781324,x3NF8ledgfA0463.pdbqt,IN,LEDGF,NF,142,3NF8
781325,781356,x3NF8ledgfA0464.pdbqt,IN,LEDGF,NF,142,3NF8
781357,781388,x3NF8ledgfA0465.pdbqt,IN,LEDGF,NF,142,3NF8
781389,781420,x3NF8ledgfA0466.pdbqt,IN,LEDGF,NF,142,3NF8
781421,781452,x3NF8ledgfA0467.pdbqt,IN,LEDGF,NF,142,3NF8
781453,781484,x3NF8ledgfA0468.pdbqt,IN,LEDGF,NF,142,3NF8
781485,781516,x3NF8ledgfA0469.pdbqt,IN,LEDGF,NF,142,3NF8
781517,781548,x3NF8ledgfA0470.pdbqt,IN,LEDGF,NF,142,3NF8
781549,781580,x3NF8ledgfA0471.pdbqt,IN,LEDGF,NF,142,3NF8
781581,781612,x3NF8ledgfA0472.pdbqt,IN,LEDGF,NF,142,3NF8
781613,781644,x3NF8ledgfA0473.pdbqt,IN,LEDGF,NF,142,3NF8
781645,781676,x3NF8ledgfA0474.pdbqt,IN,LEDGF,NF,142,3NF8
781677,781708,x3NF8ledgfA0475.pdbqt,IN,LEDGF,NF,142,3NF8
781709,781740,x3NF8ledgfA0476.pdbqt,IN,LEDGF,NF,142,3NF8
781741,781772,x3NF8ledgfA0477.pdbqt,IN,LEDGF,NF,142,3NF8
781773,781804,x3NF8ledgfA0478.pdbqt,IN,LEDGF,NF,142,3NF8
781805,781836,x3NF8ledgfA0479.pdbqt,IN,LEDGF,NF,142,3NF8
781837,781868,x3NF8ledgfA0480.pdbqt,IN,LEDGF,NF,142,3NF8
781869,781900,x3NF8ledgfA0481.pdbqt,IN,LEDGF,NF,142,3NF8
781901,781932,x3NF8ledgfA0482.pdbqt,IN,LEDGF,NF,142,3NF8
781933,781964,x3NF8ledgfA0483.pdbqt,IN,LEDGF,NF,142,3NF8
781965,781996,x3NF8ledgfA0484.pdbqt,IN,LEDGF,NF,142,3NF8
781997,782028,x3NF8ledgfA0485.pdbqt,IN,LEDGF,NF,142,3NF8
782029,782060,x3NF8ledgfA0486.pdbqt,IN,LEDGF,NF,142,3NF8
782061,782092,x3NF8ledgfA0487.pdbqt,IN,LEDGF,NF,142,3NF8
782093,782124,x3NF8ledgfA0488.pdbqt,IN,LEDGF,NF,142,3NF8
782125,782156,x3NF8ledgfA0489.pdbqt,IN,LEDGF,NF,142,3NF8
782157,782188,x3NF8ledgfA0490.pdbqt,IN,LEDGF,NF,142,3NF8
782189,782220,x3NF8ledgfA0491.pdbqt,IN,LEDGF,NF,142,3NF8
782221,782252,x3NF8ledgfA0492.pdbqt,IN,LEDGF,NF,142,3NF8
782253,782284,x3NF8ledgfA0493.pdbqt,IN,LEDGF,NF,142,3NF8
782285,782316,x3NF8ledgfA0494.pdbqt,IN,LEDGF,NF,142,3NF8
782317,782348,x3NF8ledgfA0495.pdbqt,IN,LEDGF,NF,142,3NF8
782349,782380,x3NF8ledgfA0496.pdbqt,IN,LEDGF,NF,142,3NF8
782381,782412,x3NF8ledgfA0497.pdbqt,IN,LEDGF,NF,142,3NF8
782413,782444,x3NF8ledgfA0498.pdbqt,IN,LEDGF,NF,142,3NF8
782445,782476,x3NF8ledgfA0499.pdbqt,IN,LEDGF,NF,142,3NF8
782477,782508,x3NF8ledgfA0500.pdbqt,IN,LEDGF,NF,142,3NF8
782509,782540,x3NF8ledgfA0501.pdbqt,IN,LEDGF,NF,142,3NF8
782541,782572,x3NF8ledgfA0502.pdbqt,IN,LEDGF,NF,142,3NF8
782573,782604,x3NF8ledgfA0503.pdbqt,IN,LEDGF,NF,142,3NF8
782605,782636,x3NF8ledgfA0504.pdbqt,IN,LEDGF,NF,142,3NF8
782637,782668,x3NF8ledgfA0505.pdbqt,IN,LEDGF,NF,142,3NF8
782669,782700,x3NF8ledgfA0506.pdbqt,IN,LEDGF,NF,142,3NF8
782701,782732,x3NF8ledgfA0507.pdbqt,IN,LEDGF,NF,142,3NF8
782733,782764,x3NF8ledgfA0508.pdbqt,IN,LEDGF,NF,142,3NF8
782765,782796,x3NF8ledgfA0509.pdbqt,IN,LEDGF,NF,142,3NF8
782797,782828,x3NF8ledgfA0510.pdbqt,IN,LEDGF,NF,142,3NF8
782829,782860,x3NF8ledgfA0511.pdbqt,IN,LEDGF,NF,142,3NF8
782861,782892,x3NF8ledgfA0512.pdbqt,IN,LEDGF,NF,142,3NF8
782893,782924,x3NF8ledgfA0513.pdbqt,IN,LEDGF,NF,142,3NF8
782925,782956,x3NF8ledgfA0514.pdbqt,IN,LEDGF,NF,142,3NF8
782957,782988,x3NF8ledgfA0515.pdbqt,IN,LEDGF,NF,142,3NF8
782989,783020,x3NF8ledgfA0516.pdbqt,IN,LEDGF,NF,142,3NF8
783021,783052,x3NF8ledgfA0517.pdbqt,IN,LEDGF,NF,142,3NF8
783053,783084,x3NF8ledgfA0518.pdbqt,IN,LEDGF,NF,142,3NF8
783085,783116,x3NF8ledgfA0519.pdbqt,IN,LEDGF,NF,142,3NF8
783117,783148,x3NF8ledgfA0520.pdbqt,IN,LEDGF,NF,142,3NF8
783149,783180,x3NF8ledgfA0521.pdbqt,IN,LEDGF,NF,142,3NF8
783181,783212,x3NF8ledgfA0522.pdbqt,IN,LEDGF,NF,142,3NF8
783213,783244,x3NF8ledgfA0523.pdbqt,IN,LEDGF,NF,142,3NF8
783245,783276,x3NF8ledgfA0524.pdbqt,IN,LEDGF,NF,142,3NF8
783277,783308,x3NF8ledgfA0525.pdbqt,IN,LEDGF,NF,142,3NF8
783309,783340,x3NF8ledgfA0526.pdbqt,IN,LEDGF,NF,142,3NF8
783341,783372,x3NF8ledgfA0527.pdbqt,IN,LEDGF,NF,142,3NF8
783373,783404,x3NF8ledgfA0528.pdbqt,IN,LEDGF,NF,142,3NF8
783405,783436,x3NF8ledgfA0529.pdbqt,IN,LEDGF,NF,142,3NF8
783437,783468,x3NF8ledgfA0530.pdbqt,IN,LEDGF,NF,142,3NF8
783469,783500,x3NF8ledgfA0531.pdbqt,IN,LEDGF,NF,142,3NF8
783501,783532,x3NF8ledgfA0532.pdbqt,IN,LEDGF,NF,142,3NF8
783533,783564,x3NF8ledgfA0533.pdbqt,IN,LEDGF,NF,142,3NF8
783565,783596,x3NF8ledgfA0534.pdbqt,IN,LEDGF,NF,142,3NF8
783597,783628,x3NF8ledgfA0535.pdbqt,IN,LEDGF,NF,142,3NF8
783629,783660,x3NF8ledgfA0536.pdbqt,IN,LEDGF,NF,142,3NF8
783661,783692,x3NF8ledgfA0537.pdbqt,IN,LEDGF,NF,142,3NF8
783693,783724,x3NF8ledgfA0538.pdbqt,IN,LEDGF,NF,142,3NF8
783725,783756,x3NF8ledgfA0539.pdbqt,IN,LEDGF,NF,142,3NF8
783757,783788,x3NF8ledgfA0540.pdbqt,IN,LEDGF,NF,142,3NF8
783789,783820,x3NF8ledgfA0541.pdbqt,IN,LEDGF,NF,142,3NF8
783821,783852,x3NF8ledgfA0542.pdbqt,IN,LEDGF,NF,142,3NF8
783853,783884,x3NF8ledgfA0543.pdbqt,IN,LEDGF,NF,142,3NF8
783885,783916,x3NF8ledgfA0544.pdbqt,IN,LEDGF,NF,142,3NF8
783917,783948,x3NF8ledgfA0545.pdbqt,IN,LEDGF,NF,142,3NF8
783949,783980,x3NF8ledgfA0546.pdbqt,IN,LEDGF,NF,142,3NF8
783981,784012,x3NF8ledgfA0547.pdbqt,IN,LEDGF,NF,142,3NF8
784013,784044,x3NF8ledgfA0548.pdbqt,IN,LEDGF,NF,142,3NF8
784045,784076,x3NF8ledgfA0549.pdbqt,IN,LEDGF,NF,142,3NF8
784077,784108,x3NF8ledgfA0550.pdbqt,IN,LEDGF,NF,142,3NF8
784109,784140,x3NF8ledgfA0551.pdbqt,IN,LEDGF,NF,142,3NF8
784141,784172,x3NF8ledgfA0552.pdbqt,IN,LEDGF,NF,142,3NF8
784173,784204,x3NF8ledgfA0553.pdbqt,IN,LEDGF,NF,142,3NF8
784205,784236,x3NF8ledgfA0554.pdbqt,IN,LEDGF,NF,142,3NF8
784237,784268,x3NF8ledgfA0555.pdbqt,IN,LEDGF,NF,142,3NF8
784269,784300,x3NF8ledgfA0556.pdbqt,IN,LEDGF,NF,142,3NF8
784301,784332,x3NF8ledgfA0557.pdbqt,IN,LEDGF,NF,142,3NF8
784333,784364,x3NF8ledgfA0558.pdbqt,IN,LEDGF,NF,142,3NF8
784365,784396,x3NF8ledgfA0559.pdbqt,IN,LEDGF,NF,142,3NF8
784397,784428,x3NF8ledgfA0560.pdbqt,IN,LEDGF,NF,142,3NF8
784429,784460,x3NF8ledgfA0561.pdbqt,IN,LEDGF,NF,142,3NF8
784461,784492,x3NF8ledgfA0562.pdbqt,IN,LEDGF,NF,142,3NF8
784493,784524,x3NF8ledgfA0563.pdbqt,IN,LEDGF,NF,142,3NF8
784525,784556,x3NF8ledgfA0564.pdbqt,IN,LEDGF,NF,142,3NF8
784557,784588,x3NF8ledgfA0565.pdbqt,IN,LEDGF,NF,142,3NF8
784589,784620,x3NF8ledgfA0566.pdbqt,IN,LEDGF,NF,142,3NF8
784621,784652,x3NF8ledgfA0567.pdbqt,IN,LEDGF,NF,142,3NF8
784653,784684,x3NF8ledgfA0568.pdbqt,IN,LEDGF,NF,142,3NF8
784685,784716,x3NF8ledgfA0569.pdbqt,IN,LEDGF,NF,142,3NF8
784717,784748,x3NF8ledgfA0570.pdbqt,IN,LEDGF,NF,142,3NF8
784749,784780,x3NF8ledgfA0571.pdbqt,IN,LEDGF,NF,142,3NF8
784781,784812,x3NF8ledgfA0572.pdbqt,IN,LEDGF,NF,142,3NF8
784813,784844,x3NF8ledgfA0573.pdbqt,IN,LEDGF,NF,142,3NF8
784845,784876,x3NF8ledgfA0574.pdbqt,IN,LEDGF,NF,142,3NF8
784877,784908,x3NF8ledgfA0575.pdbqt,IN,LEDGF,NF,142,3NF8
784909,784940,x3NF8ledgfA0576.pdbqt,IN,LEDGF,NF,142,3NF8
784941,784972,x3NF8ledgfA0577.pdbqt,IN,LEDGF,NF,142,3NF8
784973,785004,x3NF8ledgfA0578.pdbqt,IN,LEDGF,NF,142,3NF8
785005,785036,x3NF8ledgfA0579.pdbqt,IN,LEDGF,NF,142,3NF8
785037,785068,x3NF8ledgfA0580.pdbqt,IN,LEDGF,NF,142,3NF8
785069,785100,x3NF8ledgfA0581.pdbqt,IN,LEDGF,NF,142,3NF8
785101,785132,x3NF8ledgfA0582.pdbqt,IN,LEDGF,NF,142,3NF8
785133,785164,x3NF8ledgfA0583.pdbqt,IN,LEDGF,NF,142,3NF8
785165,785196,x3NF8ledgfA0584.pdbqt,IN,LEDGF,NF,142,3NF8
785197,785228,x3NF8ledgfA0585.pdbqt,IN,LEDGF,NF,142,3NF8
785229,785260,x3NF8ledgfA0586.pdbqt,IN,LEDGF,NF,142,3NF8
785261,785292,x3NF8ledgfA0587.pdbqt,IN,LEDGF,NF,142,3NF8
785293,785324,x3NF8ledgfA0588.pdbqt,IN,LEDGF,NF,142,3NF8
785325,785356,x3NF8ledgfA0589.pdbqt,IN,LEDGF,NF,142,3NF8
785357,785388,x3NF8ledgfA0590.pdbqt,IN,LEDGF,NF,142,3NF8
785389,785420,x3NF8ledgfA0591.pdbqt,IN,LEDGF,NF,142,3NF8
785421,785452,x3NF8ledgfA0592.pdbqt,IN,LEDGF,NF,142,3NF8
785453,785484,x3NF8ledgfA0593.pdbqt,IN,LEDGF,NF,142,3NF8
785485,785516,x3NF8ledgfA0594.pdbqt,IN,LEDGF,NF,142,3NF8
785517,785548,x3NF8ledgfA0595.pdbqt,IN,LEDGF,NF,142,3NF8
785549,785580,x3NF8ledgfA0596.pdbqt,IN,LEDGF,NF,142,3NF8
785581,785612,x3NF8ledgfA0597.pdbqt,IN,LEDGF,NF,142,3NF8
785613,785644,x3NF8ledgfA0598.pdbqt,IN,LEDGF,NF,142,3NF8
785645,785676,x3NF8ledgfA0599.pdbqt,IN,LEDGF,NF,142,3NF8
785677,785708,x3NF8ledgfA0600.pdbqt,IN,LEDGF,NF,142,3NF8
785709,785740,x3NF8ledgfA0601.pdbqt,IN,LEDGF,NF,142,3NF8
785741,785772,x3NF8ledgfA0602.pdbqt,IN,LEDGF,NF,142,3NF8
785773,785804,x3NF8ledgfA0603.pdbqt,IN,LEDGF,NF,142,3NF8
785805,785836,x3NF8ledgfA0604.pdbqt,IN,LEDGF,NF,142,3NF8
785837,785868,x3NF8ledgfA0605.pdbqt,IN,LEDGF,NF,142,3NF8
785869,785900,x3NF8ledgfA0606.pdbqt,IN,LEDGF,NF,142,3NF8
785901,785932,x3NF8ledgfA0607.pdbqt,IN,LEDGF,NF,142,3NF8
785933,785964,x3NF8ledgfA0608.pdbqt,IN,LEDGF,NF,142,3NF8
785965,785996,x3NF8ledgfA0609.pdbqt,IN,LEDGF,NF,142,3NF8
785997,786028,x3NF8ledgfA0610.pdbqt,IN,LEDGF,NF,142,3NF8
786029,786060,x3NF8ledgfA0611.pdbqt,IN,LEDGF,NF,142,3NF8
786061,786092,x3NF8ledgfA0612.pdbqt,IN,LEDGF,NF,142,3NF8
786093,786124,x3NF8ledgfA0613.pdbqt,IN,LEDGF,NF,142,3NF8
786125,786156,x3NF8ledgfA0614.pdbqt,IN,LEDGF,NF,142,3NF8
786157,786188,x3NF8ledgfA0615.pdbqt,IN,LEDGF,NF,142,3NF8
786189,786220,x3NF8ledgfA0616.pdbqt,IN,LEDGF,NF,142,3NF8
786221,786252,x3NF8ledgfA0617.pdbqt,IN,LEDGF,NF,142,3NF8
786253,786284,x3NF8ledgfA0618.pdbqt,IN,LEDGF,NF,142,3NF8
786285,786316,x3NF8ledgfA0619.pdbqt,IN,LEDGF,NF,142,3NF8
786317,786348,x3NF8ledgfA0620.pdbqt,IN,LEDGF,NF,142,3NF8
786349,786380,x3NF8ledgfA0621.pdbqt,IN,LEDGF,NF,142,3NF8
786381,786412,x3NF8ledgfA0622.pdbqt,IN,LEDGF,NF,142,3NF8
786413,786444,x3NF8ledgfA0623.pdbqt,IN,LEDGF,NF,142,3NF8
786445,786476,x3NF8ledgfA0624.pdbqt,IN,LEDGF,NF,142,3NF8
786477,786508,x3NF8ledgfA0625.pdbqt,IN,LEDGF,NF,142,3NF8
786509,786540,x3NF8ledgfA0626.pdbqt,IN,LEDGF,NF,142,3NF8
786541,786572,x3NF8ledgfA0627.pdbqt,IN,LEDGF,NF,142,3NF8
786573,786604,x3NF8ledgfA0628.pdbqt,IN,LEDGF,NF,142,3NF8
786605,786636,x3NF8ledgfA0629.pdbqt,IN,LEDGF,NF,142,3NF8
786637,786668,x3NF8ledgfA0630.pdbqt,IN,LEDGF,NF,142,3NF8
786669,786700,x3NF8ledgfA0631.pdbqt,IN,LEDGF,NF,142,3NF8
786701,786732,x3NF8ledgfA0632.pdbqt,IN,LEDGF,NF,142,3NF8
786733,786764,x3NF8ledgfA0633.pdbqt,IN,LEDGF,NF,142,3NF8
786765,786796,x3NF8ledgfA0634.pdbqt,IN,LEDGF,NF,142,3NF8
786797,786828,x3NF8ledgfA0635.pdbqt,IN,LEDGF,NF,142,3NF8
786829,786860,x3NF8ledgfA0636.pdbqt,IN,LEDGF,NF,142,3NF8
786861,786892,x3NF8ledgfA0637.pdbqt,IN,LEDGF,NF,142,3NF8
786893,786924,x3NF8ledgfA0638.pdbqt,IN,LEDGF,NF,142,3NF8
786925,786956,x3NF8ledgfA0639.pdbqt,IN,LEDGF,NF,142,3NF8
786957,786988,x3NF8ledgfA0640.pdbqt,IN,LEDGF,NF,142,3NF8
786989,787020,x3NF8ledgfA0641.pdbqt,IN,LEDGF,NF,142,3NF8
787021,787052,x3NF8ledgfA0642.pdbqt,IN,LEDGF,NF,142,3NF8
787053,787084,x3NF8ledgfA0643.pdbqt,IN,LEDGF,NF,142,3NF8
787085,787116,x3NF8ledgfA0644.pdbqt,IN,LEDGF,NF,142,3NF8
787117,787148,x3NF8ledgfA0645.pdbqt,IN,LEDGF,NF,142,3NF8
787149,787180,x3NF8ledgfA0646.pdbqt,IN,LEDGF,NF,142,3NF8
787181,787212,x3NF8ledgfA0647.pdbqt,IN,LEDGF,NF,142,3NF8
787213,787244,x3NF8ledgfA0648.pdbqt,IN,LEDGF,NF,142,3NF8
787245,787276,x3NF8ledgfA0649.pdbqt,IN,LEDGF,NF,142,3NF8
787277,787308,x3NF8ledgfA0650.pdbqt,IN,LEDGF,NF,142,3NF8
787309,787340,x3NF8ledgfA0651.pdbqt,IN,LEDGF,NF,142,3NF8
787341,787372,x3NF8ledgfA0652.pdbqt,IN,LEDGF,NF,142,3NF8
787373,787404,x3NF8ledgfA0653.pdbqt,IN,LEDGF,NF,142,3NF8
787405,787436,x3NF8ledgfA0654.pdbqt,IN,LEDGF,NF,142,3NF8
787437,787468,x3NF8ledgfA0655.pdbqt,IN,LEDGF,NF,142,3NF8
787469,787500,x3NF8ledgfA0656.pdbqt,IN,LEDGF,NF,142,3NF8
787501,787532,x3NF8ledgfA0657.pdbqt,IN,LEDGF,NF,142,3NF8
787533,787564,x3NF8ledgfA0658.pdbqt,IN,LEDGF,NF,142,3NF8
787565,787596,x3NF8ledgfA0659.pdbqt,IN,LEDGF,NF,142,3NF8
787597,787628,x3NF8ledgfA0660.pdbqt,IN,LEDGF,NF,142,3NF8
787629,787660,x3NF8ledgfA0661.pdbqt,IN,LEDGF,NF,142,3NF8
787661,787692,x3NF8ledgfA0662.pdbqt,IN,LEDGF,NF,142,3NF8
787693,787724,x3NF8ledgfA0663.pdbqt,IN,LEDGF,NF,142,3NF8
787725,787756,x3NF8ledgfA0664.pdbqt,IN,LEDGF,NF,142,3NF8
787757,787788,x3NF8ledgfA0665.pdbqt,IN,LEDGF,NF,142,3NF8
787789,787820,x3NF8ledgfA0666.pdbqt,IN,LEDGF,NF,142,3NF8
787821,787852,x3NF8ledgfA0667.pdbqt,IN,LEDGF,NF,142,3NF8
787853,787884,x3NF8ledgfA0668.pdbqt,IN,LEDGF,NF,142,3NF8
787885,787916,x3NF8ledgfA0669.pdbqt,IN,LEDGF,NF,142,3NF8
787917,787948,x3NF8ledgfA0670.pdbqt,IN,LEDGF,NF,142,3NF8
787949,787980,x3NF8ledgfA0671.pdbqt,IN,LEDGF,NF,142,3NF8
787981,788012,x3NF8ledgfA0672.pdbqt,IN,LEDGF,NF,142,3NF8
788013,788044,x3NF8ledgfA0673.pdbqt,IN,LEDGF,NF,142,3NF8
788045,788076,x3NF8ledgfA0674.pdbqt,IN,LEDGF,NF,142,3NF8
788077,788108,x3NF8ledgfA0675.pdbqt,IN,LEDGF,NF,142,3NF8
788109,788140,x3NF8ledgfA0676.pdbqt,IN,LEDGF,NF,142,3NF8
788141,788172,x3NF8ledgfA0677.pdbqt,IN,LEDGF,NF,142,3NF8
788173,788204,x3NF8ledgfA0678.pdbqt,IN,LEDGF,NF,142,3NF8
788205,788236,x3NF8ledgfA0679.pdbqt,IN,LEDGF,NF,142,3NF8
788237,788268,x3NF8ledgfA0680.pdbqt,IN,LEDGF,NF,142,3NF8
788269,788300,x3NF8ledgfA0681.pdbqt,IN,LEDGF,NF,142,3NF8
788301,788332,x3NF8ledgfA0682.pdbqt,IN,LEDGF,NF,142,3NF8
788333,788364,x3NF8ledgfA0683.pdbqt,IN,LEDGF,NF,142,3NF8
788365,788396,x3NF8ledgfA0684.pdbqt,IN,LEDGF,NF,142,3NF8
788397,788428,x3NF8ledgfA0685.pdbqt,IN,LEDGF,NF,142,3NF8
788429,788460,x3NF8ledgfA0686.pdbqt,IN,LEDGF,NF,142,3NF8
788461,788492,x3NF8ledgfA0687.pdbqt,IN,LEDGF,NF,142,3NF8
788493,788524,x3NF8ledgfA0688.pdbqt,IN,LEDGF,NF,142,3NF8
788525,788556,x3NF8ledgfA0689.pdbqt,IN,LEDGF,NF,142,3NF8
788557,788588,x3NF8ledgfA0690.pdbqt,IN,LEDGF,NF,142,3NF8
788589,788620,x3NF8ledgfA0691.pdbqt,IN,LEDGF,NF,142,3NF8
788621,788652,x3NF8ledgfA0692.pdbqt,IN,LEDGF,NF,142,3NF8
788653,788684,x3NF8ledgfA0693.pdbqt,IN,LEDGF,NF,142,3NF8
788685,788716,x3NF8ledgfA0694.pdbqt,IN,LEDGF,NF,142,3NF8
788717,788748,x3NF8ledgfA0695.pdbqt,IN,LEDGF,NF,142,3NF8
788749,788780,x3NF8ledgfA0696.pdbqt,IN,LEDGF,NF,142,3NF8
788781,788812,x3NF8ledgfA0697.pdbqt,IN,LEDGF,NF,142,3NF8
788813,788844,x3NF8ledgfA0698.pdbqt,IN,LEDGF,NF,142,3NF8
788845,788876,x3NF8ledgfA0699.pdbqt,IN,LEDGF,NF,142,3NF8
788877,788908,x3NF8ledgfA0700.pdbqt,IN,LEDGF,NF,142,3NF8
788909,788940,x3NF8ledgfA0701.pdbqt,IN,LEDGF,NF,142,3NF8
788941,788972,x3NF8ledgfA0702.pdbqt,IN,LEDGF,NF,142,3NF8
788973,789004,x3NF8ledgfA0703.pdbqt,IN,LEDGF,NF,142,3NF8
789005,789036,x3NF8ledgfA0704.pdbqt,IN,LEDGF,NF,142,3NF8
789037,789068,x3NF8ledgfA0705.pdbqt,IN,LEDGF,NF,142,3NF8
789069,789100,x3NF8ledgfA0706.pdbqt,IN,LEDGF,NF,142,3NF8
789101,789132,x3NF8ledgfA0707.pdbqt,IN,LEDGF,NF,142,3NF8
789133,789164,x3NF8ledgfA0708.pdbqt,IN,LEDGF,NF,142,3NF8
789165,789196,x3NF8ledgfA0709.pdbqt,IN,LEDGF,NF,142,3NF8
789197,789228,x3NF8ledgfA0710.pdbqt,IN,LEDGF,NF,142,3NF8
789229,789260,x3NF8ledgfA0711.pdbqt,IN,LEDGF,NF,142,3NF8
789261,789292,x3NF8ledgfA0712.pdbqt,IN,LEDGF,NF,142,3NF8
789293,789324,x3NF8ledgfA0713.pdbqt,IN,LEDGF,NF,142,3NF8
789325,789356,x3NF8ledgfA0714.pdbqt,IN,LEDGF,NF,142,3NF8
789357,789388,x3NF8ledgfA0715.pdbqt,IN,LEDGF,NF,142,3NF8
789389,789420,x3NF8ledgfA0716.pdbqt,IN,LEDGF,NF,142,3NF8
789421,789452,x3NF8ledgfA0717.pdbqt,IN,LEDGF,NF,142,3NF8
789453,789484,x3NF8ledgfA0718.pdbqt,IN,LEDGF,NF,142,3NF8
789485,789516,x3NF8ledgfA0719.pdbqt,IN,LEDGF,NF,142,3NF8
789517,789548,x3NF8ledgfA0720.pdbqt,IN,LEDGF,NF,142,3NF8
789549,789580,x3NF8ledgfA0721.pdbqt,IN,LEDGF,NF,142,3NF8
789581,789612,x3NF8ledgfA0722.pdbqt,IN,LEDGF,NF,142,3NF8
789613,789644,x3NF8ledgfA0723.pdbqt,IN,LEDGF,NF,142,3NF8
789645,789676,x3NF8ledgfA0724.pdbqt,IN,LEDGF,NF,142,3NF8
789677,789708,x3NF8ledgfA0725.pdbqt,IN,LEDGF,NF,142,3NF8
789709,789740,x3NF8ledgfA0726.pdbqt,IN,LEDGF,NF,142,3NF8
789741,789772,x3NF8ledgfA0727.pdbqt,IN,LEDGF,NF,142,3NF8
789773,789804,x3NF8ledgfA0728.pdbqt,IN,LEDGF,NF,142,3NF8
789805,789836,x3NF8ledgfA0729.pdbqt,IN,LEDGF,NF,142,3NF8
789837,789868,x3NF8ledgfA0730.pdbqt,IN,LEDGF,NF,142,3NF8
789869,789900,x3NF8ledgfA0731.pdbqt,IN,LEDGF,NF,142,3NF8
789901,789932,x3NF8ledgfA0732.pdbqt,IN,LEDGF,NF,142,3NF8
789933,789964,x3NF8ledgfA0733.pdbqt,IN,LEDGF,NF,142,3NF8
789965,789996,x3NF8ledgfA0734.pdbqt,IN,LEDGF,NF,142,3NF8
789997,790028,x3NF8ledgfA0735.pdbqt,IN,LEDGF,NF,142,3NF8
790029,790060,x3NF8ledgfA0736.pdbqt,IN,LEDGF,NF,142,3NF8
790061,790092,x3NF8ledgfA0737.pdbqt,IN,LEDGF,NF,142,3NF8
790093,790124,x3NF8ledgfA0738.pdbqt,IN,LEDGF,NF,142,3NF8
790125,790156,x3NF8ledgfA0739.pdbqt,IN,LEDGF,NF,142,3NF8
790157,790188,x3NF8ledgfA0740.pdbqt,IN,LEDGF,NF,142,3NF8
790189,790220,x3NF8ledgfA0741.pdbqt,IN,LEDGF,NF,142,3NF8
790221,790252,x3NF8ledgfA0742.pdbqt,IN,LEDGF,NF,142,3NF8
790253,790284,x3NF8ledgfA0743.pdbqt,IN,LEDGF,NF,142,3NF8
790285,790316,x3NF8ledgfA0744.pdbqt,IN,LEDGF,NF,142,3NF8
790317,790348,x3NF8ledgfA0745.pdbqt,IN,LEDGF,NF,142,3NF8
790349,790380,x3NF8ledgfA0746.pdbqt,IN,LEDGF,NF,142,3NF8
790381,790412,x3NF8ledgfA0747.pdbqt,IN,LEDGF,NF,142,3NF8
790413,790444,x3NF8ledgfA0748.pdbqt,IN,LEDGF,NF,142,3NF8
790445,790476,x3NF8ledgfA0749.pdbqt,IN,LEDGF,NF,142,3NF8
790477,790508,x3NF8ledgfA0750.pdbqt,IN,LEDGF,NF,142,3NF8
790509,790540,x3NF8ledgfA0751.pdbqt,IN,LEDGF,NF,142,3NF8
790541,790572,x3NF8ledgfA0752.pdbqt,IN,LEDGF,NF,142,3NF8
790573,790604,x3NF8ledgfA0753.pdbqt,IN,LEDGF,NF,142,3NF8
790605,790636,x3NF8ledgfA0754.pdbqt,IN,LEDGF,NF,142,3NF8
790637,790668,x3NF8ledgfA0755.pdbqt,IN,LEDGF,NF,142,3NF8
790669,790700,x3NF8ledgfA0756.pdbqt,IN,LEDGF,NF,142,3NF8
790701,790732,x3NF8ledgfA0757.pdbqt,IN,LEDGF,NF,142,3NF8
790733,790764,x3NF8ledgfA0758.pdbqt,IN,LEDGF,NF,142,3NF8
790765,790796,x3NF8ledgfA0759.pdbqt,IN,LEDGF,NF,142,3NF8
790797,790828,x3NF8ledgfA0760.pdbqt,IN,LEDGF,NF,142,3NF8
790829,790860,x3NF8ledgfA0761.pdbqt,IN,LEDGF,NF,142,3NF8
790861,790892,x3NF8ledgfA0762.pdbqt,IN,LEDGF,NF,142,3NF8
790893,790924,x3NF8ledgfA0763.pdbqt,IN,LEDGF,NF,142,3NF8
790925,790956,x3NF8ledgfA0764.pdbqt,IN,LEDGF,NF,142,3NF8
